IntegrationTime,velocity_phy0,velocity_phy1,velocity_phy2,Points0,Points1,Points2
3817.9912,-0.0075229914,0.0025006288,-0.019551331,535.50116,64.66434,511.79108
3865.3901,-0.029641448,-0.010661565,-0.043152135,534.92255,64.66608,510.97546
3884.1074,-0.047757693,-0.043778013,-0.07451806,534.3661,64.37765,510.19626
3894.2346,-0.04031577,-0.11558402,-0.123446204,534.0207,63.817432,509.44336
3899.9868,0.02848495,-0.27117375,-0.24624471,533.97266,63.074306,508.77594
3902.7085,0.27165097,-0.5136785,-0.48449287,534.2182,62.391758,508.0876
3904.0303,-0.08578364,-0.9899927,-1.1183988,534.32404,61.7796,507.304
3904.6987,-0.49637404,-0.9191812,-0.95596206,534.0846,61.099518,506.61105
3905.405,-0.28684762,-0.5029475,-0.7004622,533.6501,60.550552,505.897
0.0,0.00024826318,0.00075185776,0.0007338117,529.3689,63.26971,515.0194
926.32135,0.0006236617,0.0006092458,0.00038814853,529.8115,63.957165,515.59515
1974.1494,0.0009853151,0.0004784484,2.289214e-05,530.61774,64.5048,515.8191
2886.9128,0.0015107145,0.00031022084,-0.0005509704,531.5575,64.79907,515.6452
3497.525,0.0024879214,7.852154e-05,-0.0016752435,532.42535,64.87877,515.15485
3830.8147,0.0038406425,-0.00016099197,-0.0030597786,533.2357,64.87643,514.5689
4034.3516,0.0054380405,-0.0005258923,-0.0052220887,533.9828,64.81514,513.907
4166.6665,0.0073488527,-0.0005864375,-0.008220627,534.67914,64.748184,513.19244
4257.229,0.006143909,0.0006445764,-0.011857711,535.2891,64.723526,512.4004
4332.021,-0.0039930264,0.00039459692,-0.019724045,535.22766,64.85986,511.41162
4381.7026,-0.023735508,-0.008854996,-0.03470574,534.7592,64.74069,510.53622
4404.976,-0.031009445,-0.04198022,-0.05635285,534.2854,64.36436,509.74005
4417.995,-0.009498266,-0.080299556,-0.06859161,534.037,63.76567,508.97858
4427.4263,0.035807684,-0.16025467,-0.14212124,534.0758,63.00196,508.33417
4432.031,0.07582386,-0.756616,-0.8741553,534.4419,62.343773,507.67633
4432.894,-0.12432913,-0.7625144,-0.7613436,534.26,61.65958,506.97006
4433.816,-0.6549608,-0.9139569,-1.0164838,534.05554,61.018127,506.23065
4434.4756,-0.5174444,-0.99340576,-1.3359197,533.7329,60.463562,505.46362
4435.0493,-0.4608734,-1.0645062,-1.4127202,533.45123,59.918125,504.6742
4435.596,-0.92269737,-1.4285369,-1.2534492,533.12354,59.290745,503.96777
4436.07,-0.9200664,-0.78342605,-1.5047891,532.69464,58.758026,503.23822
4436.588,-0.680064,-1.041858,-1.4388685,532.31604,58.301453,502.43314
4437.114,-0.6016805,-1.0393579,-1.3280398,531.95935,57.71772,501.70374
4437.672,-0.41171673,-0.84778005,-1.0689948,531.60986,57.137558,500.96802
4438.374,-0.95212525,-1.0829722,-1.1155132,531.2015,56.485764,500.32895
4438.9224,-0.60298735,-0.7233856,-1.3933855,530.81494,56.037663,499.52286
4439.517,-0.71013236,-1.0866153,-1.2727864,530.4793,55.509007,498.7432
4440.067,-0.7329433,-1.2213701,-1.3814448,530.09424,54.89327,498.05576
4440.571,-0.9270894,-1.4384719,-1.5972161,529.7364,54.26682,497.3633
4440.998,-0.762082,-1.0267019,-1.54338,529.2703,53.71498,496.67172
4441.497,-0.59115803,-1.1309396,-1.5953737,528.9869,53.208134,495.85764
4441.9863,-1.0144042,-1.329088,-1.3591782,528.61304,52.61736,495.1426
4442.4507,-1.030384,-1.4192051,-1.6416464,528.17145,51.99127,494.49994
4442.8667,-0.6747092,-1.0694708,-1.5636836,527.76465,51.46574,493.75275
4443.3643,-0.6733247,-1.1777276,-1.5716506,527.4248,50.903244,492.99902
4443.8457,-0.5474068,-1.2442973,-1.521809,527.1061,50.328285,492.24548
4444.336,-0.779469,-1.2783471,-1.209408,526.69604,49.67076,491.61337
4444.8555,-0.55645627,-0.6422351,-1.1119554,526.25354,49.22848,490.83325
4445.57,-0.6212049,-1.0074288,-1.2626089,525.94135,48.703423,490.0415
4446.148,-0.76688063,-1.3464063,-1.5866115,525.59375,48.08555,489.33624
4446.5986,-0.90010136,-1.5561656,-1.736691,525.24396,47.47299,488.62744
4446.999,-1.300707,-1.6248698,-2.3886592,524.7698,46.849678,488.00565
4447.3145,-0.89216036,-1.5486676,-2.2911031,524.44836,46.351883,487.2001
4447.6587,-1.3680848,-1.8098903,-2.025652,524.07104,45.76633,486.4826
4447.9873,-1.3735677,-1.9649328,-2.113464,523.64105,45.162083,485.8118
4448.3003,-1.9816359,-2.3350327,-2.076637,523.17645,44.54121,485.18042
0.0,8.136309e-05,0.0001350435,0.00013247936,528.8657,63.49282,515.9325
4856.001,0.000101130776,6.727889e-05,4.693071e-05,529.4287,64.10661,516.48596
12535.511,0.00016376462,8.5109044e-05,1.1876226e-05,530.3103,64.54431,516.66266
17942.62,0.00023228554,5.153478e-05,-7.729023e-05,531.232,64.89083,516.4883
21939.865,0.00032411667,2.9550717e-06,-0.00022372197,532.13477,65.02832,516.0807
24478.951,0.0007832234,-9.545002e-05,-0.0007006974,532.8548,64.87997,515.4028
25426.605,0.00086185226,-5.780239e-05,-0.0007597035,533.64276,64.88881,514.7872
0.0,0.0003343547,0.00054688856,0.00048322955,529.3977,63.504063,515.463
1245.7339,0.0006082799,0.00044471477,0.00021266821,530.0084,64.14649,515.92596
2522.9622,0.0009041861,0.00034123939,-0.00010789066,530.88495,64.61941,516.0157
3551.3044,0.0013133617,0.00018699207,-0.00064259133,531.81775,64.83663,515.7283
4229.71,0.0023499976,-8.862274e-06,-0.001759546,532.63824,64.854294,515.1568
4570.3394,0.0032897245,-0.00016756635,-0.0027682476,533.4387,64.8453,514.55756
4802.7495,0.004811894,-0.000316143,-0.004724541,534.1656,64.7694,513.87494
4950.8765,0.005393425,-0.00038085197,-0.0063040466,534.8535,64.73412,513.1501
5071.284,0.0040548076,0.00082391204,-0.0100994175,535.4319,64.706505,512.3348
5162.908,-0.0043008365,0.00028670777,-0.018824805,535.23346,64.87538,511.36932
5214.69,-0.023492359,-0.008804513,-0.033796486,534.75793,64.74539,510.4993
5238.448,-0.030349748,-0.041673653,-0.05513281,534.2863,64.360794,509.70575
5251.6963,-0.007917049,-0.07542553,-0.063412555,534.0412,63.761517,508.94366
5261.812,0.033209447,-0.1408438,-0.124647,534.0768,62.99735,508.29962
5267.048,0.03487312,-0.77442837,-0.8959889,534.4505,62.336605,507.64868
5267.8916,-0.1531649,-0.82713735,-0.81605864,534.2736,61.64654,506.94687
5268.745,-0.6754394,-0.9377692,-1.063497,534.0578,61.00772,506.2084
5269.382,-0.54065996,-1.0343287,-1.3987991,533.735,60.457375,505.4384
5269.9307,-0.474433,-1.1151358,-1.4621994,533.45386,59.907043,504.6522
5270.457,-0.88451046,-1.3886895,-1.199294,533.1112,59.280987,503.95175
5270.948,-0.85664463,-0.7172513,-1.3988394,532.679,58.757645,503.21732
5271.507,-0.618035,-0.9429881,-1.3052406,532.30505,58.30667,502.40692
5272.0864,-0.502183,-0.87545455,-1.1112695,531.9443,57.72517,501.67773
5272.753,-0.3757076,-0.7780808,-0.9775286,531.60144,57.14132,500.9418
5273.519,-0.8091045,-0.91425383,-0.92751664,531.178,56.487854,500.3144
5274.1714,-0.5302897,-0.635309,-1.232275,530.80475,56.046875,499.49817
5274.845,-0.61146104,-0.9209553,-1.0805165,530.46075,55.522,498.7196
0.0,0.00011553577,0.00028635893,0.000277231,528.9051,63.643436,515.14526
2409.7646,0.00021239632,0.0001995319,0.00014452489,529.36835,64.300415,515.74005
5483.9585,0.0003585568,0.00017806758,4.7113193e-05,530.1854,64.81368,516.0027
7964.724,0.00047123455,7.0751834e-05,-0.00011481665,531.1338,65.12656,515.9507
10004.9,0.0006616786,1.517892e-06,-0.00043117948,532.05817,65.18005,515.573
11271.092,0.0013587577,-0.00012655185,-0.0010525523,532.83295,65.08769,514.9476
11851.341,0.0021178464,-0.00024828647,-0.0018671247,533.59985,64.99707,514.3122
12204.165,0.0033781498,-0.00043585975,-0.0034402846,534.30945,64.89408,513.6152
12410.725,0.003941024,-0.00015203762,-0.004502165,534.9928,64.84316,512.88684
12577.8,0.0012189322,0.00041543908,-0.0041839867,535.5602,64.8719,512.0639
12806.23,-0.00095935224,-9.1766306e-05,-0.007865112,535.1977,65.067604,511.15268
12932.431,-0.013468946,-0.004993098,-0.015874552,534.8706,64.8662,510.2294
12979.141,-0.01571665,-0.020757401,-0.026290549,534.3733,64.44285,509.47214
13006.166,-0.0037461512,-0.03499039,-0.029734364,534.11664,63.835,508.7207
0.0,9.63922e-06,2.1052925e-05,2.9469747e-05,528.72034,62.58107,516.1757
26682.266,2.1534845e-05,2.1626287e-05,2.0788184e-05,529.1851,63.081394,516.90625
0.0,0.00014538276,0.00037435954,0.00046373825,529.3744,62.419376,515.82806
1630.0956,0.00032914378,0.00033903198,0.0002650918,529.80084,63.04833,516.4781
3475.7803,0.0004907539,0.00031247476,6.741368e-05,530.5489,63.634125,516.79004
5183.189,0.00068845705,0.0002716015,-0.00021356923,531.44244,64.07274,516.6946
6481.395,0.00095737475,0.00017177322,-0.00067116093,532.29816,64.336716,516.2494
7327.5986,0.0017205239,9.640782e-05,-0.0015571597,533.0674,64.369484,515.6113
7758.1597,0.0023687414,8.475294e-05,-0.0022262048,533.8028,64.45085,514.9386
8065.683,0.0031357973,-0.00012840271,-0.0034140626,534.5207,64.42471,514.243
8281.321,0.0035282439,1.0843154e-07,-0.004621759,535.19037,64.3981,513.5008
8453.303,0.002255355,0.0012267971,-0.0055315057,535.72986,64.45788,512.6609
8617.283,-0.0012983687,0.0012711185,-0.010007015,535.5252,64.82844,511.7549
8715.605,-0.009099955,-0.0035538687,-0.018972762,535.0379,64.89397,510.8842
8762.465,-0.010847247,-0.009111107,-0.021132091,534.4515,64.71629,510.0939
8801.772,-0.015580186,-0.034407984,-0.043667804,534.1291,64.16509,509.3243
8819.092,-0.00295999,-0.15784025,-0.1260255,534.0878,63.397713,508.68445
8824.043,0.13120465,-0.28659114,-0.29616138,534.2437,62.658913,508.0288
8826.3545,-0.15312107,-0.5879136,-0.5822472,534.34454,62.01366,507.2715
8827.543,-0.3431365,-0.9847166,-1.1366642,534.2098,61.302128,506.5819
8828.191,-0.36354694,-0.6543765,-0.8744868,533.7865,60.70477,505.9007
8829.06,-0.37477446,-0.7642649,-1.0549227,533.47626,60.13284,505.14133
0.0,5.257665e-05,9.692429e-05,0.000120548146,529.2033,62.17964,516.3635
6120.992,8.733092e-05,7.503054e-05,6.761555e-05,529.65784,62.773624,517.0273
13610.393,0.00012313007,8.41413e-05,2.6976679e-05,530.4359,63.316128,517.34393
20208.715,0.00017522718,7.200196e-05,-3.3238844e-05,531.30225,63.81392,517.30286
25407.912,0.00016467788,4.762507e-05,-0.00012241007,532.192,64.122375,516.96643
30155.244,0.00036088243,2.9090004e-05,-0.00032949384,532.9279,64.21076,516.2951
32197.982,0.0006554005,9.834696e-05,-0.0006481575,533.65393,64.22001,515.60754
0.0,-3.779127e-07,2.3065491e-05,3.240934e-05,528.3723,62.70334,515.07074
25137.65,2.7438899e-05,5.1917134e-05,5.9560352e-05,528.6727,63.148823,515.9141
37093.594,4.354258e-05,4.2844968e-05,3.9194787e-05,529.1388,63.7894,516.5244
50871.465,8.8403474e-05,4.281886e-05,1.5847045e-05,529.9633,64.239075,516.86786
60921.965,7.076058e-05,2.5311547e-05,-1.977201e-05,530.84827,64.704735,516.87744
0.0,0.00017423728,0.00033484222,0.0003682054,529.26935,62.833637,515.8959
1896.4268,0.00033040738,0.00029045393,0.00019644221,529.7831,63.467495,516.47406
3972.0178,0.00047152856,0.00025678537,1.7529881e-05,530.5926,64.006226,516.7074
5833.5176,0.0006806567,0.00021886459,-0.00025326505,531.50604,64.370834,516.52686
7151.8906,0.0010071752,7.3134164e-05,-0.00074120576,532.35913,64.568535,516.044
7950.197,0.0017944531,6.6234774e-05,-0.0015582916,533.1141,64.54569,515.38855
8370.799,0.0021715667,-0.00014144811,-0.00203387,533.86896,64.60164,514.7351
8706.521,0.0035420912,-0.00019987267,-0.0038271789,534.55585,64.52797,514.0121
8898.145,0.004060866,-4.271561e-05,-0.0058668465,535.1955,64.498215,513.244
9038.293,0.0018311465,0.0014441563,-0.0070133465,535.69727,64.57698,512.38257
9173.594,-0.0016672685,0.0006510085,-0.020609709,535.206,64.83232,511.54984
9221.933,-0.02027373,-0.0074581155,-0.032415643,534.7701,64.7573,510.653
9247.6045,-0.02864916,-0.037210964,-0.0530423,534.2942,64.41281,509.84378
9261.72,-0.012630137,-0.08160376,-0.074198745,534.03033,63.819153,509.08353
9270.728,0.035749648,-0.19526385,-0.1710032,534.0514,63.04096,508.45587
9274.544,0.20313074,-0.5194396,-0.59081453,534.3782,62.383232,507.77716
0.0,2.398538e-05,0.000104164996,0.00010122157,528.5893,63.42359,515.038
6792.912,6.762624e-05,8.624136e-05,8.110625e-05,528.9227,64.08384,515.711
14127.416,8.115628e-05,4.503114e-05,1.7678358e-05,529.58,64.6938,516.1536
24711.549,8.726322e-05,3.2455235e-05,1.070102e-06,530.45636,65.15351,516.2974
35451.605,0.00018954795,8.98077e-06,-5.9545062e-05,531.4211,65.309456,516.0853
40479.67,0.0001789497,-1.7415965e-05,-0.00015209695,532.29346,65.318504,515.59656
44725.973,0.00045995938,-3.0899035e-05,-0.00035365467,533.0482,65.18238,514.95483
0.0,0.00016365295,0.0004049439,0.00038808963,529.07904,63.553257,515.12866
1711.5276,0.0003485351,0.00031598663,0.0002126629,529.55634,64.22054,515.7004
3648.4438,0.0005394167,0.0002534122,3.975774e-05,530.37805,64.73812,515.9391
5322.641,0.00080872554,0.00013302706,-0.00024448812,531.3316,65.01304,515.816
6491.8457,0.0012005612,-1.5212765e-05,-0.00082627597,532.22363,65.076866,515.36865
7177.951,0.002152786,-0.00011648928,-0.0016251839,533.0117,65.00992,514.7567
7548.34,0.0027990758,-0.00031220197,-0.0025996692,533.77795,64.950005,514.11694
7809.2437,0.0035868564,-0.00021032702,-0.003645109,534.4978,64.88575,513.4258
8004.6226,0.004364255,-0.00042378152,-0.00587005,535.1563,64.8044,512.6776
8141.1055,-0.00078687613,0.0009573112,-0.008720007,535.50977,64.87734,511.74503
8254.644,-0.0057552415,-0.0022241133,-0.0137724355,535.0936,64.94547,510.83826
8320.907,-0.007339417,-0.0060563735,-0.014713346,534.46387,64.78411,510.07846
0.0,4.1526264e-06,0.00017478706,0.00027399824,528.93286,62.06957,515.4317
3076.664,7.607241e-05,0.00012959346,0.00015660046,529.0792,62.643677,516.2373
7684.1675,0.00012867078,0.000110067456,8.215099e-05,529.592,63.239277,516.85565
12997.621,0.00017205336,0.000100566685,2.9580691e-05,530.37994,63.777504,517.1547
17961.086,0.00023688434,7.6926604e-05,-6.8996436e-05,531.287,64.187775,517.06055
21830.422,0.00025281403,5.695999e-05,-0.00018694911,532.1589,64.45061,516.64734
24959.867,0.00056702597,-2.2428336e-05,-0.00049991946,532.9214,64.47117,516.00073
26282.15,0.00085323345,5.096521e-05,-0.000852886,533.6339,64.47612,515.2991
0.0,6.765434e-05,0.00021628312,0.00028741706,529.0835,62.42952,515.8208
2732.1582,0.00017469606,0.00019474418,0.0001785531,529.4605,63.038315,516.5188
5889.306,0.0002715081,0.00018031902,7.766854e-05,530.169,63.621647,516.91595
8873.862,0.00034324068,0.00013793468,-6.610945e-05,531.046,64.09994,516.96216
11534.994,0.00045837084,0.00013329003,-0.00025934927,531.94116,64.38468,516.61926
13375.731,0.0008426934,1.2209713e-06,-0.0007124633,532.72266,64.46807,516.001
14281.93,0.0015084365,0.00013241376,-0.0013934338,533.4491,64.45523,515.31384
14767.884,0.0022334,-7.628112e-05,-0.0021575708,534.1768,64.47373,514.6282
15089.812,0.0030010003,-0.00015088975,-0.003288663,534.8492,64.43676,513.8889
15314.295,0.0031549872,0.0002697647,-0.004880981,535.4597,64.43553,513.0969
15486.171,-0.00020746994,0.0017070377,-0.0052371095,535.8396,64.63298,512.19324
15667.587,-0.0037917236,0.0006691939,-0.017548922,535.2723,64.87996,511.40765
15723.247,-0.020478176,-0.0065564727,-0.028213812,534.8145,64.78617,510.52353
15751.437,-0.025498185,-0.03290324,-0.04464339,534.3353,64.431046,509.72086
15767.819,-0.008365263,-0.0640413,-0.05529313,534.06335,63.83554,508.96497
15779.581,0.029070912,-0.14548254,-0.12591217,534.07916,63.05262,508.34305
15784.721,0.074559614,-0.61293375,-0.712153,534.4243,62.398254,507.67023
0.0,2.857864e-05,5.3914584e-05,5.6604644e-05,528.66583,63.769436,515.54785
12014.574,3.6606874e-05,3.13268e-05,2.17325e-05,529.1626,64.39984,516.14435
30933.982,0.00012609211,6.5264714e-05,1.8421186e-05,530.0458,64.84306,516.29785
37918.617,0.00012971964,2.1873935e-05,-3.1449366e-05,530.9792,65.20174,516.28937
45311.9,0.00014106734,2.615857e-06,-8.009092e-05,531.9213,65.30611,515.97076
51475.656,0.00036423458,-5.96874e-05,-0.00031182836,532.6455,65.210945,515.2877
0.0,7.848084e-06,6.504095e-06,1.1365121e-05,528.75714,62.8754,516.5369
0.0,0.00048507378,0.0006415714,0.0005290134,529.74567,63.201885,515.8638
1038.7595,0.0008263091,0.00056714524,0.0001701009,530.43555,63.82301,516.23566
2022.4786,0.0011873173,0.00045845492,-0.000307729,531.32404,64.28003,516.1938
2786.1711,0.001788101,0.0002765138,-0.0011192124,532.2108,64.51411,515.79535
3256.1987,0.0032224723,0.00022173357,-0.002579322,533.0009,64.5549,515.1837
3498.1206,0.0045451596,-0.00015672915,-0.0041617095,533.77344,64.59012,514.5497
3660.336,0.0062407823,-0.0002336129,-0.0066598374,534.47723,64.548676,513.84045
3769.866,0.006626573,7.138169e-05,-0.0095276125,535.1215,64.533646,513.07587
3856.0305,0.0011520333,0.0020413736,-0.012714442,535.588,64.60815,512.19446
3933.3777,-0.0067796176,-0.0019545783,-0.027957283,535.0517,64.77929,511.368
3968.059,-0.027373608,-0.018523958,-0.051081635,534.5182,64.587585,510.54422
3984.495,-0.035595693,-0.062025104,-0.08181049,534.1157,64.13522,509.74835
3993.698,-0.0106706,-0.16282497,-0.14177044,533.9529,63.465046,509.02423
3998.3242,0.10904395,-0.32131535,-0.31862873,534.0715,62.728436,508.3584
4000.4727,0.077547394,-1.4603828,-1.8366712,534.47144,62.054436,507.7373
4000.8987,-0.779321,-2.281011,-2.450449,534.3705,61.399532,506.98837
4001.1895,-1.652977,-2.178853,-2.7910395,534.07294,60.781033,506.2611
4001.4456,-1.3317622,-2.2327957,-3.1512344,533.7334,60.23254,505.49698
4001.6902,-0.94371504,-2.3151634,-2.7509718,533.4304,59.663593,504.73245
4001.9592,-1.8014653,-2.3662605,-2.3361826,533.0303,59.063503,504.03976
4002.2236,-1.2981713,-1.3642906,-2.6474423,532.5997,58.551003,503.29688
4002.5315,-1.5131375,-2.2166395,-2.8409812,532.2778,58.046738,502.49557
4002.7874,-1.3376787,-2.3823447,-3.0066226,531.9248,57.46255,501.7647
4003.0334,-1.1671585,-2.4535258,-2.6990907,531.5968,56.86109,501.03625
