IntegrationTime,velocity_phy0,velocity_phy1,velocity_phy2,Points0,Points1,Points2
0.0,-7.588795e-07,-5.9465606e-07,-1.6195486e-07,530.73175,294.9657,774.6028
1022891.0,-3.467076e-07,-1.0821788e-05,-6.0481457e-06,530.21954,294.18964,774.2349
1103522.8,1.3144916e-05,-2.6956499e-05,-1.7018456e-05,530.4879,293.3654,773.73627
1132522.6,3.2130087e-05,-4.4754266e-05,-2.9901883e-05,530.9565,292.62616,773.2526
1148475.4,5.324925e-05,-6.3413856e-05,-4.3703738e-05,531.5039,291.93433,772.7818
1159155.6,7.517842e-05,-8.264537e-05,-5.795543e-05,532.08966,291.26923,772.3186
1167100.9,9.729068e-05,-0.00010216557,-7.229059e-05,532.6985,290.61853,771.86475
1173409.1,0.00011967606,-0.00012194,-8.6484724e-05,533.3167,289.9773,771.4102
1178631.1,0.00013947273,-0.00013997148,-9.8702425e-05,533.9461,289.34348,770.96063
1183158.5,0.00016473846,-0.00016169035,-0.00011445769,534.58276,288.7142,770.51483
1187039.8,0.00018596399,-0.00018047867,-0.00012829556,535.2246,288.08823,770.07196
1190498.1,0.0002097027,-0.0002018781,-0.00014278307,535.8702,287.46466,769.631
1193582.4,0.00023201083,-0.00022217282,-0.00015726178,536.518,286.84277,769.19104
1196378.4,0.00025417673,-0.00024229169,-0.00017185853,537.1675,286.22232,768.75146
1198936.2,0.00027678598,-0.00026229033,-0.0001867503,537.81854,285.6036,768.3118
1201291.4,0.0002994755,-0.00028216452,-0.00020173522,538.47076,284.98618,767.8721
1203473.5,0.00032130256,-0.00030140963,-0.00021611986,539.125,284.37128,767.43176
1205511.5,0.00034325122,-0.00032126278,-0.00023058496,539.7802,283.7575,766.99133
1207421.1,0.000364922,-0.0003412614,-0.0002448683,540.4359,283.1441,766.5511
1209218.4,0.0003889282,-0.00036323615,-0.00026049843,541.09186,282.5308,766.11115
1210906.1,0.00040886505,-0.00038266333,-0.00027422086,541.7478,281.91733,765.6713
1212509.9,0.0004305147,-0.00040378826,-0.00028897717,542.4032,281.30328,765.23157
1214031.5,0.00045283482,-0.00042538423,-0.0003040233,543.058,280.68854,764.7919
1215477.2,0.00047536258,-0.00044624537,-0.00031864856,543.71277,280.0735,764.35254
1216855.2,0.00049875304,-0.0004667444,-0.00033328324,544.3683,279.4589,763.91376
1218170.9,0.00052190816,-0.0004861196,-0.00034767992,545.02527,278.84546,763.47546
1219431.2,0.00054515223,-0.0005050945,-0.00036236717,545.6837,278.2336,763.03723
1220640.6,0.0005683716,-0.00052415306,-0.0003771127,546.3438,277.62357,762.5989
1221803.1,0.0005953299,-0.00054704485,-0.00039431028,547.00507,277.01477,762.1605
1222914.9,0.0006136051,-0.00056485285,-0.00040602247,547.66656,276.40622,761.7223
1223992.9,0.0006344204,-0.0005854614,-0.00041949656,548.3278,275.79678,761.2849
1225034.8,0.00065622776,-0.0006065882,-0.0004335204,548.9886,275.18634,760.84814
1226041.6,0.00067854393,-0.00062719465,-0.00044795196,549.6497,274.5758,760.41205
1227015.4,0.0007015058,-0.0006480393,-0.0004634478,550.31055,273.96515,759.9757
1227957.5,0.0007243022,-0.00066896173,-0.00047956128,550.97144,273.35474,759.5391
1228869.5,0.00074648915,-0.0006892628,-0.0004951905,551.63184,272.74463,759.1014
1229754.2,0.00076962716,-0.00070984726,-0.0005108546,552.29236,272.13504,758.663
1230612.6,0.0007915943,-0.0007288277,-0.00052566256,552.9532,271.52606,758.22437
1231447.8,0.00081117894,-0.0007457868,-0.0005400348,553.6143,270.91785,757.78503
1232262.6,0.00083461724,-0.00076700054,-0.00055572164,554.2755,270.31024,757.34503
1233054.8,0.00085653446,-0.00078790565,-0.0005697904,554.9366,269.7025,756.9049
1233826.5,0.00087903684,-0.0008100558,-0.0005828208,555.59766,269.09387,756.4662
1234578.4,0.00090223964,-0.00083249965,-0.00059578643,556.2589,268.48444,756.02875
1235311.2,0.0009248403,-0.00085352757,-0.0006089596,556.9202,267.87405,755.5928
1236026.5,0.00094339706,-0.0008696427,-0.0006204646,557.582,267.26367,755.1575
1236728.1,0.00097034604,-0.0008912371,-0.00063790334,558.2445,266.6541,754.72205
1237411.2,0.0009939834,-0.0009090961,-0.00065592345,558.9077,266.04617,754.2855
1238078.8,0.0010165237,-0.00092370406,-0.0006777591,559.5713,265.44098,753.84576
1238731.6,0.0010379918,-0.0009333109,-0.00070499873,560.23517,264.84076,753.3997
1239371.1,0.0010628131,-0.00093928765,-0.0007422358,560.89905,264.24872,752.9428
1239995.8,0.0010866497,-0.000942735,-0.0007832713,561.5628,263.66776,752.4717
1240606.2,0.0010983264,-0.00094715535,-0.0008109038,562.2251,263.09665,751.98676
1241208.1,0.0011022327,-0.0009870218,-0.0007931808,562.8842,262.5222,751.50146
1241803.8,0.0010974798,-0.0011050437,-0.0006862405,563.5367,261.90964,751.05524
1242391.4,0.0010895762,-0.0013307607,-0.00048490887,564.16797,261.21408,750.71216
1242950.9,0.0010770083,-0.001626688,-0.0002484896,564.7484,260.42337,750.5177
1243459.4,0.0010612669,-0.0019172722,-5.3870313e-05,565.26227,259.56808,750.45074
1243915.6,0.0010541998,-0.0021414643,5.4421478e-05,565.7207,258.6794,750.4576
1244334.5,0.001044416,-0.0022963164,9.327438e-05,566.14465,257.77438,750.49243
1244730.6,0.0010504427,-0.0023834961,7.4673044e-05,566.55164,256.8616,750.52673
1245114.4,0.0010648982,-0.0024335382,3.922083e-05,566.95294,255.94589,750.54846
1245490.8,0.0010836156,-0.002466602,1.0234211e-05,567.3542,255.02998,750.55707
