IntegrationTime,velocity_phy0,velocity_phy1,velocity_phy2,Points0,Points1,Points2
5159306.0,-2.5402855e-06,4.1925094e-05,-3.3505345e-05,525.61554,230.06133,893.5831
5177918.0,-3.2121077e-06,4.3265907e-05,-3.45931e-05,525.5622,230.84131,892.95966
5195940.0,-4.5305615e-06,4.561955e-05,-3.7085272e-05,525.4976,231.61931,892.3347
5212899.0,-1.0953834e-05,4.690712e-05,-4.0105228e-05,525.38605,232.38391,891.69995
5228853.0,-2.6928077e-05,5.3522614e-05,-4.9559887e-05,525.1057,233.09692,891.05725
5241714.0,5.43706e-06,8.919854e-05,-4.5996912e-05,524.81274,233.82982,890.44324
5251663.5,4.8552698e-05,6.360647e-05,-9.585154e-06,525.6232,234.38577,890.6277
5264071.5,2.6569713e-05,6.346289e-05,-4.5714245e-05,526.26184,235.11304,890.3762
5276177.5,0.00013989198,0.00056209584,-0.0004893882,526.3559,235.84769,889.70435
0.0,-3.6435686e-08,6.4990445e-08,-4.259907e-08,527.93286,213.06175,906.35925
11651563.0,-3.2862124e-07,1.2667185e-06,-8.9209385e-07,527.6816,213.83441,905.7763
12282959.0,-5.172115e-07,2.9684265e-06,-2.2213228e-06,527.51575,214.62895,905.19214
12550093.0,-6.6128445e-07,4.889598e-06,-3.7278255e-06,527.3977,215.42091,904.5931
12711800.0,-7.97891e-07,6.858954e-06,-5.3038025e-06,527.2984,216.20995,903.9868
12826650.0,-9.3123253e-07,8.8439665e-06,-6.922086e-06,527.2132,216.99628,903.37494
12915386.0,-1.0573887e-06,1.0842643e-05,-8.53035e-06,527.1331,217.78015,902.75916
12987659.0,-1.1645828e-06,1.2877074e-05,-1.0110988e-05,527.05975,218.56444,902.1431
13048584.0,-1.3015585e-06,1.4784631e-05,-1.1618917e-05,526.99005,219.3489,901.5269
13101638.0,-1.4563834e-06,1.66868e-05,-1.322048e-05,526.9222,220.13167,900.90826
13148500.0,-1.750129e-06,1.8579734e-05,-1.4799276e-05,526.85114,220.91234,900.2874
13190486.0,-1.570917e-06,2.0553338e-05,-1.66176e-05,526.78174,221.69092,899.6637
13228254.0,-1.4157133e-06,2.2407612e-05,-1.8185468e-05,526.73126,222.46596,899.0338
13262864.0,-2.345202e-06,2.4791287e-05,-1.9807172e-05,526.6728,223.24255,898.40656
13294292.0,-2.8199465e-06,2.6998368e-05,-2.109131e-05,526.5911,224.02588,897.79034
13323382.0,-2.8974296e-06,2.8295528e-05,-2.2564878e-05,526.5102,224.80804,897.17255
13350925.0,-3.122603e-06,3.05593e-05,-2.4164867e-05,526.43066,225.5888,896.5528
13376511.0,-3.248922e-06,3.2056767e-05,-2.5950612e-05,526.3509,226.36691,895.92975
13400682.0,-3.6011327e-06,3.4122786e-05,-2.7376798e-05,526.27386,227.1434,895.3043
13423463.0,-5.1879865e-06,3.71582e-05,-3.0080573e-05,526.1778,227.9174,894.67847
13444258.0,-3.8309604e-06,4.0879484e-05,-3.198222e-05,526.07715,228.69608,894.05914
13463473.0,-2.3052075e-06,4.1812662e-05,-3.2827033e-05,526.0311,229.48349,893.44446
13482266.0,-3.4221164e-06,4.3521544e-05,-3.4335313e-05,525.9776,230.26788,892.8265
13500271.0,-4.3490963e-06,4.547735e-05,-3.6383182e-05,525.90985,231.04953,892.2065
13517394.0,-7.6289325e-06,4.641657e-05,-3.839868e-05,525.82166,231.82405,891.5801
13533862.0,-2.1771515e-05,4.5751567e-05,-4.1933556e-05,525.61475,232.5632,890.93915
13549067.0,-2.7267195e-05,6.847889e-05,-5.0137143e-05,525.19507,233.23726,890.33124
13560285.0,0.00023092142,0.00015063267,2.7069207e-05,525.5006,234.14638,890.0482
13563894.0,0.0002015635,0.00032877433,-0.00015696665,526.2341,234.8205,889.9607
13566296.0,0.00036900167,0.0015970003,-0.0012288297,526.4138,235.61842,889.3854
13566784.0,0.00051308895,0.0045331623,-0.0038791886,526.5287,236.36131,888.7259
0.0,-1.5110884e-09,1.2342424e-07,-2.9109355e-08,526.75464,212.79474,905.65906
7885223.0,-1.7161973e-08,1.3495678e-06,-8.372035e-07,526.7667,213.63586,905.11835
8514847.0,-1.2921217e-07,3.227965e-06,-2.0528828e-06,526.7438,214.49203,904.6022
8776105.0,-2.596372e-07,5.0626727e-06,-3.5603098e-06,526.70575,215.32211,904.04584
8937534.0,-4.0593446e-07,6.9743705e-06,-5.0212793e-06,526.6605,216.1359,903.46643
9053766.0,-5.5591784e-07,8.860763e-06,-6.592727e-06,526.61163,216.94016,902.87415
9144196.0,-7.198821e-07,1.0874313e-05,-8.1071175e-06,526.56085,217.73999,902.27606
9217818.0,-8.4759967e-07,1.2717207e-05,-9.656118e-06,526.507,218.53772,901.6755
9280357.0,-9.995941e-07,1.45155645e-05,-1.0982057e-05,526.4539,219.33345,901.07214
9335213.0,-1.2391225e-06,1.6511987e-05,-1.2796308e-05,526.3962,220.12523,900.46405
9382999.0,-1.400466e-06,1.8496972e-05,-1.4390115e-05,526.3361,220.91487,899.85345
9425594.0,-1.1699116e-06,2.0261283e-05,-1.6126436e-05,526.2824,221.69986,899.23627
9464171.0,-1.1731692e-06,2.227005e-05,-1.7828079e-05,526.2435,222.47955,898.6113
9499196.0,-2.3800285e-06,2.4879977e-05,-1.906536e-05,526.18555,223.26399,897.99384
9531008.0,-2.7760034e-06,2.6586991e-05,-2.0481979e-05,526.1031,224.0586,897.39233
9560702.0,-2.6626433e-06,2.7990305e-05,-2.1959577e-05,526.02344,224.84189,896.7758
9588732.0,-2.8250538e-06,3.024521e-05,-2.3765046e-05,525.9515,225.62932,896.16364
9614660.0,-2.860144e-06,3.1708267e-05,-2.5312902e-05,525.87836,226.40883,895.5415
9639246.0,-3.2527134e-06,3.415336e-05,-2.7235643e-05,525.80994,227.19011,894.9211
9662075.0,-3.964289e-06,3.7521204e-05,-2.9785193e-05,525.72705,227.96846,894.29877
9682878.0,-2.7074727e-06,3.9949457e-05,-3.1284657e-05,525.6577,228.75325,893.68286
9702558.0,-2.5834102e-06,4.1121682e-05,-3.2366646e-05,525.6108,229.5377,893.06445
9721643.0,-3.2489766e-06,4.32407e-05,-3.404002e-05,525.55676,230.32378,892.4487
9739783.0,-4.262031e-06,4.4974597e-05,-3.6019017e-05,525.4923,231.10457,891.8273
9757091.0,-9.697908e-06,4.714629e-05,-3.9441424e-05,525.3927,231.87773,891.2009
9773161.0,-2.4299508e-05,5.509073e-05,-4.7557303e-05,525.1453,232.60835,890.5645
9786194.0,-6.9447733e-06,8.144489e-05,-4.654733e-05,524.84625,233.35907,889.97546
9796825.0,5.3240863e-05,6.9225105e-05,-8.737177e-07,525.6834,233.85558,890.205
9808275.0,3.61004e-05,5.548204e-05,-1.4221204e-05,526.40125,234.55165,890.1921
9823045.0,9.54929e-05,0.00050911977,-0.000373636,526.5076,235.34947,889.59863
9824611.0,0.00016236301,0.001716025,-0.0015395005,526.6004,236.09642,888.94025
9825044.0,9.3751536e-05,0.004503987,-0.0040476546,526.65,236.8417,888.2753
0.0,-5.836285e-08,1.2555955e-07,-4.5521055e-08,527.9756,213.1787,905.6037
6860978.0,-3.4328912e-07,1.4393455e-06,-8.813636e-07,527.70215,214.0147,905.128
7441592.5,-4.7591777e-07,3.1051984e-06,-2.1325586e-06,527.5545,214.84114,904.58466
7704964.0,-6.68566e-07,4.987529e-06,-3.6360589e-06,527.4413,215.65117,904.0093
7866038.0,-7.4722584e-07,6.6978773e-06,-4.993782e-06,527.3452,216.45244,903.41876
7985256.5,-9.090847e-07,8.516108e-06,-6.5063014e-06,527.2575,217.24825,902.8196
8078231.5,-9.978106e-07,1.042726e-05,-7.971075e-06,527.1784,218.04039,902.2144
8154203.0,-1.1203377e-06,1.2222697e-05,-9.429589e-06,527.10443,218.83101,901.60657
8218811.0,-1.2642323e-06,1.4100254e-05,-1.0895535e-05,527.03296,219.62096,900.99756
8274789.0,-1.4822979e-06,1.581744e-05,-1.2381522e-05,526.9621,220.40779,900.3845
8324437.0,-1.5985148e-06,1.7768038e-05,-1.4051617e-05,526.8862,221.19235,899.7691
8368472.0,-1.300209e-06,1.9503917e-05,-1.566582e-05,526.82697,221.97203,899.14575
8408392.0,-1.7202647e-06,2.1461408e-05,-1.7081064e-05,526.7744,222.75143,898.5214
8444778.0,-2.4673652e-06,2.3908196e-05,-1.8498395e-05,526.69836,223.53535,897.9052
8477749.0,-2.603244e-06,2.5395333e-05,-1.9877063e-05,526.6169,224.32492,897.297
8508657.0,-2.790548e-06,2.7087563e-05,-2.1222015e-05,526.53644,225.10785,896.6801
8537623.0,-2.9497014e-06,2.8948092e-05,-2.307984e-05,526.4557,225.89238,896.0653
8564548.0,-3.0663762e-06,3.0602914e-05,-2.4474233e-05,526.3777,226.66917,895.44037
8589990.0,-4.157468e-06,3.2666998e-05,-2.6344904e-05,526.29333,227.44727,894.81793
8613702.0,-4.78218e-06,3.6321413e-05,-2.8897231e-05,526.18445,228.22115,894.19403
8635134.0,-2.233766e-06,3.872296e-05,-3.0124169e-05,526.1113,229.00618,893.5789
8655495.0,-2.8140541e-06,4.0289506e-05,-3.1559888e-05,526.0661,229.7938,892.9644
8675005.0,-3.6821343e-06,4.171016e-05,-3.3012726e-05,526.00323,230.5786,892.34784
8693760.0,-5.0158465e-06,4.3384625e-05,-3.500397e-05,525.9274,231.35768,891.7255
8711626.0,-1.2411669e-05,4.2914413e-05,-3.745427e-05,525.7988,232.1215,891.0931
8728780.0,-3.0316753e-05,4.924762e-05,-4.3828735e-05,525.4536,232.80908,890.4542
8742561.0,4.464915e-05,8.0353915e-05,-1.5770333e-05,525.13983,233.58144,889.902
8753283.0,6.834889e-05,6.502799e-05,1.0452283e-05,526.02313,234.00763,890.0973
8763818.0,5.170268e-06,2.0090578e-05,-1.2813007e-05,526.6606,234.77733,890.1318
0.0,-1.7340253e-07,2.175514e-06,-1.7015095e-06,527.00867,214.0434,905.76984
361360.34,-3.135745e-07,4.1730505e-06,-3.2294192e-06,526.9485,214.83206,905.15796
550539.2,-4.806217e-07,6.384074e-06,-5.000324e-06,526.8896,215.62114,904.5465
673639.44,-6.282732e-07,8.41138e-06,-6.5878885e-06,526.8306,216.40805,903.93225
767074.4,-7.895008e-07,1.0514781e-05,-8.292903e-06,526.7719,217.19298,903.3154
841619.06,-9.5231644e-07,1.2648683e-05,-9.972735e-06,526.713,217.97633,902.6967
903594.56,-1.0800035e-06,1.4725099e-05,-1.1595625e-05,526.65454,218.76068,902.0791
956860.44,-1.2412017e-06,1.6773127e-05,-1.32346495e-05,526.5973,219.54494,901.4613
1003585.6,-1.4835213e-06,1.8752085e-05,-1.4928682e-05,526.53784,220.32645,900.8403
1045226.75,-1.6824257e-06,2.0786943e-05,-1.6616408e-05,526.47406,221.10683,900.21826
1082728.8,-1.44062e-06,2.2711889e-05,-1.844129e-05,526.4164,221.88449,899.5922
1116868.5,-1.3126805e-06,2.4769079e-05,-2.0223239e-05,526.3751,222.65837,898.9602
1148115.2,-2.6755822e-06,2.7458062e-05,-2.1823718e-05,526.3196,223.43446,898.33203
1176543.5,-3.169268e-06,2.924676e-05,-2.2913377e-05,526.2333,224.21866,897.7176
1203361.2,-3.0144213e-06,3.0811552e-05,-2.4703015e-05,526.1529,224.99867,897.097
1228609.6,-3.2068622e-06,3.3108656e-05,-2.62888e-05,526.0786,225.7795,896.4767
1252195.9,-3.3090337e-06,3.4739554e-05,-2.8073997e-05,526.0023,226.55678,895.8522
1274523.4,-3.677867e-06,3.7175465e-05,-2.9902589e-05,525.93066,227.33401,895.22705
1295421.6,-4.6149667e-06,4.0344716e-05,-3.2376047e-05,525.84375,228.10889,894.60095
1314676.6,-3.0703739e-06,4.3491927e-05,-3.4110366e-05,525.768,228.89143,893.983
1332740.9,-2.6616576e-06,4.4605746e-05,-3.5283265e-05,525.72375,229.67609,893.3646
1350304.6,-3.5337284e-06,4.6694106e-05,-3.6991736e-05,525.6703,230.45934,892.74524
1367061.8,-4.6044756e-06,4.8474263e-05,-3.899505e-05,525.6054,231.23952,892.12305
1383092.0,-1.0379431e-05,5.000247e-05,-4.220975e-05,525.50854,232.01073,891.4939
1398185.2,-2.612909e-05,5.4729655e-05,-4.9320992e-05,525.2643,232.73828,890.8528
1410977.9,-1.1742277e-05,8.474506e-05,-5.2064774e-05,524.9289,233.46227,890.24994
1420962.8,9.527119e-05,9.4884555e-05,-1.0599816e-06,525.64966,234.15121,890.32684
1428399.6,5.799632e-05,0.000116338146,-6.7939014e-05,526.3309,234.87003,890.1883
1435217.4,0.00013302389,0.0006965591,-0.0005960632,526.4501,235.6368,889.55756
1436296.9,0.00018523977,0.0019086135,-0.0018188036,526.5537,236.3549,888.8694
0.0,-2.0155088e-07,8.52148e-07,-6.8304263e-07,527.4297,213.4772,906.20703
900452.94,-3.632502e-07,2.4862652e-06,-1.9247307e-06,527.29504,214.26167,905.6017
1216395.6,-5.0945107e-07,4.4880358e-06,-3.4741006e-06,527.19635,215.04872,904.99274
1391884.5,-6.599992e-07,6.546065e-06,-5.1023544e-06,527.11334,215.83595,904.38165
1511991.8,-7.947824e-07,8.638287e-06,-6.785197e-06,527.0381,216.62129,903.7672
1602791.9,-9.542086e-07,1.0773188e-05,-8.483426e-06,526.96735,217.40454,903.14954
1675542.5,-1.0851838e-06,1.2838352e-05,-1.0133898e-05,526.89954,218.18697,902.53046
1736548.0,-1.2032286e-06,1.4867664e-05,-1.1722103e-05,526.835,218.97055,901.91254
1789259.8,-1.3739194e-06,1.6958964e-05,-1.3447451e-05,526.7719,219.75406,901.2944
1835370.2,-1.613894e-06,1.8785624e-05,-1.4986391e-05,526.7074,220.53511,900.6733
1876889.5,-1.7427042e-06,2.082102e-05,-1.6715816e-05,526.63885,221.31459,900.0506
1914262.0,-1.4082088e-06,2.2712113e-05,-1.8513616e-05,526.58215,222.09048,899.4223
1948350.4,-1.6841456e-06,2.4907366e-05,-2.0229549e-05,526.5376,222.86461,898.79083
1979472.2,-2.8739582e-06,2.7473861e-05,-2.1691147e-05,526.468,223.64258,898.1664
2007944.1,-3.0524047e-06,2.9068284e-05,-2.298253e-05,526.3839,224.42714,897.55206
2034839.1,-3.0663368e-06,3.0945946e-05,-2.4650015e-05,526.30475,225.20558,896.9294
2060039.2,-3.3076783e-06,3.2899057e-05,-2.6314823e-05,526.22736,225.98695,896.3101
2083703.4,-3.3540719e-06,3.4726174e-05,-2.8027813e-05,526.14996,226.76196,895.6829
2106048.8,-4.2390766e-06,3.7018246e-05,-2.9890578e-05,526.07245,227.53928,895.0586
2126983.5,-4.7988165e-06,4.07252e-05,-3.2403885e-05,525.9736,228.31305,894.4329
2146116.8,-2.6149626e-06,4.3336964e-05,-3.3947203e-05,525.9041,229.09819,893.8175
2164261.8,-2.9188898e-06,4.436852e-05,-3.5050827e-05,525.86017,229.88281,893.1991
2181923.8,-3.8405924e-06,4.649244e-05,-3.691212e-05,525.80096,230.66623,892.5804
2198734.0,-5.3052513e-06,4.8150592e-05,-3.895337e-05,525.7296,231.44492,891.95703
2214821.2,-1.3001935e-05,4.8520436e-05,-4.181867e-05,525.6077,232.21008,891.3249
2230120.8,-3.08783e-05,5.637938e-05,-5.0168022e-05,525.2915,232.9127,890.68744
2242384.5,2.9876252e-05,9.086031e-05,-2.8765162e-05,525.0013,233.67995,890.1155
2252396.8,5.308859e-05,6.0363243e-05,3.3114204e-06,525.882,234.09569,890.34216
2264826.0,7.1938953e-06,2.281681e-05,-1.5653213e-05,526.5332,234.85248,890.2854
0.0,5.9208176e-08,1.7723272e-07,-1.591639e-07,525.6035,214.47818,906.0183
4073997.8,1.6038166e-07,1.27435e-06,-1.1032722e-06,525.7506,215.21704,905.3607
4664598.0,1.5446246e-07,2.7298074e-06,-2.256466e-06,525.8063,215.98283,904.72003
4946682.0,-1.8394127e-09,4.2692136e-06,-3.528126e-06,525.82336,216.753,904.0824
5127239.5,-5.3514043e-08,5.8994383e-06,-4.795609e-06,525.81805,217.52777,903.4502
5258768.5,-2.4701205e-07,7.557338e-06,-6.144518e-06,525.7992,218.30418,902.82025
5361404.5,-3.5694936e-07,9.238227e-06,-7.427943e-06,525.77203,219.08096,902.19104
5445725.5,-5.242209e-07,1.0921041e-05,-8.875426e-06,525.7406,219.85876,901.56335
5516735.5,-7.183378e-07,1.25762e-05,-1.0209972e-05,525.6975,220.63528,900.9347
5578407.5,-8.4081535e-07,1.4269412e-05,-1.1590431e-05,525.65027,221.41,900.3042
5632747.0,-6.5757786e-07,1.5638574e-05,-1.2920734e-05,525.60815,222.18378,899.6721
5682017.0,3.134438e-07,1.7706832e-05,-1.5189431e-05,525.6088,222.9484,899.02765
5724878.0,-3.1878988e-06,2.0479318e-05,-1.5839862e-05,525.5545,223.71948,898.39325
5763213.0,-2.3116147e-06,2.1268734e-05,-1.6591095e-05,525.4411,224.50842,897.7893
5800149.5,-1.6622658e-06,2.3103892e-05,-1.8900551e-05,525.377,225.28413,897.1615
5833598.5,-2.2174975e-06,2.5381643e-05,-2.0096184e-05,525.31793,226.0633,896.5375
5864415.5,-1.9062645e-06,2.6793881e-05,-2.1626029e-05,525.2533,226.84143,895.9127
5893413.0,-1.9631127e-06,2.92523e-05,-2.368714e-05,525.20386,227.61914,895.286
5919944.5,-2.4290036e-06,3.1984466e-05,-2.5649255e-05,525.14465,228.3939,894.65656
5944293.0,-1.747677e-06,3.3846973e-05,-2.6962693e-05,525.09393,229.17598,894.0354
5967383.0,-1.9047656e-06,3.54939e-05,-2.838035e-05,525.05707,229.95682,893.41174
5989368.0,-2.4106844e-06,3.7208032e-05,-2.9819641e-05,525.0092,230.73694,892.78796
6010313.5,-3.199121e-06,3.9139344e-05,-3.184342e-05,524.95624,231.51457,892.1615
6030092.5,-8.191682e-06,4.283711e-05,-3.704385e-05,524.8667,232.28049,891.52484
6047568.0,-1.6828606e-05,5.314398e-05,-4.781142e-05,524.6496,233.00584,890.8716
6061185.0,9.309392e-07,8.1625054e-05,-4.689898e-05,524.47284,233.76675,890.24725
6071807.0,4.6303976e-05,8.034345e-05,-1.9843867e-05,525.2421,234.28586,890.61975
6082352.0,6.4386906e-05,8.447309e-05,-3.9646504e-05,526.02216,234.90059,890.50287
6091172.5,0.00022997998,0.0006381138,-0.0005219069,526.2302,235.64557,889.8691
6092341.0,0.0003679047,0.0021063338,-0.002097571,526.3775,236.36455,889.1898
0.0,-2.0231178e-07,6.0258157e-07,-4.6104296e-07,527.7571,213.47746,906.1176
1273502.9,-4.3894886e-07,2.1383785e-06,-1.6082636e-06,527.5641,214.2698,905.5389
1642312.0,-5.923983e-07,4.016792e-06,-3.0802569e-06,527.4305,215.05756,904.9375
1838528.0,-7.4565884e-07,5.997997e-06,-4.647263e-06,527.32587,215.84525,904.33044
1969688.6,-8.5754294e-07,7.984537e-06,-6.25237e-06,527.2358,216.63097,903.71844
2067945.1,-1.0100567e-06,9.998441e-06,-7.876949e-06,527.15424,217.41425,903.1021
2146262.8,-1.1187984e-06,1.2037757e-05,-9.492347e-06,527.0785,218.19662,902.48395
2211320.8,-1.2328197e-06,1.3980904e-05,-1.1011473e-05,527.0082,218.98024,901.8667
2267377.0,-1.3861913e-06,1.6085678e-05,-1.2731365e-05,526.93976,219.76382,901.2492
2316012.5,-1.6124247e-06,1.7791213e-05,-1.4183467e-05,526.87195,220.54503,900.6286
2359853.0,-1.7595163e-06,1.9848052e-05,-1.5933203e-05,526.7989,221.32442,900.00635
2399048.8,-1.4044896e-06,2.166087e-05,-1.7637933e-05,526.73987,222.1001,899.378
2434802.8,-1.7727783e-06,2.37847e-05,-1.9253794e-05,526.6915,222.87502,898.74774
2467426.8,-2.7446206e-06,2.6262056e-05,-2.0713478e-05,526.618,223.65344,898.1243
2497224.0,-2.891073e-06,2.7877597e-05,-2.2053579e-05,526.53577,224.43817,897.51
2525264.0,-3.0174863e-06,2.9677076e-05,-2.3603643e-05,526.456,225.21693,896.88776
2551552.8,-3.241863e-06,3.1598236e-05,-2.5321046e-05,526.3763,225.99844,896.269
2576170.2,-3.3145288e-06,3.343741e-05,-2.6963156e-05,526.2976,226.77292,895.6413
2599381.8,-4.3780487e-06,3.548129e-05,-2.8699053e-05,526.21594,227.55016,895.0174
2621194.5,-5.026453e-06,3.932137e-05,-3.1264866e-05,526.1086,228.32274,894.39166
2641001.8,-2.4377307e-06,4.1901534e-05,-3.272459e-05,526.03577,229.10832,893.77716
2659791.0,-2.9083242e-06,4.2819076e-05,-3.3771474e-05,525.9925,229.89375,893.1597
2678102.0,-3.882265e-06,4.5003526e-05,-3.5714034e-05,525.931,230.67719,892.5413
2695468.0,-5.2959876e-06,4.6572295e-05,-3.768282e-05,525.85675,231.45576,891.91815
2712095.5,-1.2905431e-05,4.6206766e-05,-4.003095e-05,525.73114,232.2201,891.2857
2728100.0,-3.1471754e-05,5.2755746e-05,-4.730766e-05,525.3965,232.9142,890.6483
2740997.2,3.9462342e-05,8.892013e-05,-2.2159385e-05,525.09296,233.68379,890.08655
2751019.8,6.6272114e-05,6.74809e-05,4.7865706e-06,525.9653,234.13843,890.2664
2761579.2,7.1387644e-06,3.2645195e-05,-2.4384777e-05,526.5763,234.92381,890.16724
0.0,6.4546526e-08,1.6448398e-07,-5.6157088e-08,526.41583,212.89153,905.8042
5393610.5,1.0813373e-07,1.5018157e-06,-9.581672e-07,526.4992,213.72675,905.2606
5953922.5,-1.861976e-08,3.3283761e-06,-2.2235956e-06,526.516,214.56892,904.7217
6203744.5,-1.4658195e-07,5.1774446e-06,-3.7176173e-06,526.4995,215.39017,904.15137
6360593.0,-3.07421e-07,7.1167237e-06,-5.215395e-06,526.469,216.19852,903.5634
6473862.0,-4.652475e-07,9.060147e-06,-6.8136756e-06,526.4307,217.00043,902.9672
6562000.0,-6.500127e-07,1.10457795e-05,-8.323801e-06,526.38763,217.79813,902.3657
6634222.0,-7.771647e-07,1.296199e-05,-9.899697e-06,526.33954,218.59366,901.7617
6695464.5,-9.661296e-07,1.5160996e-05,-1.1627541e-05,526.29126,219.38756,901.1556
6747736.0,-1.1856051e-06,1.673723e-05,-1.3027849e-05,526.23706,220.17758,900.5449
6794810.5,-1.3434794e-06,1.8748438e-05,-1.4665515e-05,526.18024,220.96594,899.9323
6836755.0,-1.1272043e-06,2.0485673e-05,-1.6367718e-05,526.12897,221.74963,899.3133
6874856.5,-1.0077777e-06,2.2570068e-05,-1.8215313e-05,526.09436,222.52739,898.68567
6909314.5,-2.4882902e-06,2.5271984e-05,-1.9388948e-05,526.0402,223.31001,898.06555
6940613.5,-2.8233912e-06,2.6803049e-05,-2.0648948e-05,525.95465,224.10504,897.465
6970066.5,-2.6174955e-06,2.8184772e-05,-2.2259279e-05,525.87616,224.88737,896.84717
6997836.5,-2.7896542e-06,3.0586925e-05,-2.4082065e-05,525.8064,225.6733,896.2328
7023458.5,-2.8051672e-06,3.2057593e-05,-2.5653857e-05,525.7346,226.45268,895.61035
7047757.0,-3.0698122e-06,3.4618053e-05,-2.7662913e-05,525.66986,227.2334,894.98883
7070270.0,-3.7150776e-06,3.7578488e-05,-2.9911289e-05,525.59296,228.01128,894.3651
7091028.5,-2.6509206e-06,4.020996e-05,-3.1576325e-05,525.52716,228.79564,893.74835
7110561.5,-2.518071e-06,4.1432704e-05,-3.274623e-05,525.4816,229.579,893.1284
7129475.5,-3.1600844e-06,4.352312e-05,-3.437795e-05,525.4292,230.36398,892.51117
7147476.5,-4.13752e-06,4.533337e-05,-3.6403246e-05,525.3673,231.14412,891.8886
7164633.0,-9.2885875e-06,4.7687114e-05,-3.9894152e-05,525.2708,231.91658,891.2609
7180540.5,-2.3171928e-05,5.6955134e-05,-4.908183e-05,525.03546,232.65004,890.6232
7193251.0,-8.213838e-06,8.330064e-05,-5.0126033e-05,524.7603,233.40517,890.0282
7203500.5,9.355572e-05,9.573354e-05,5.0543116e-07,525.5347,234.00337,890.23425
7210971.0,8.471665e-05,0.00012757354,-5.150133e-05,526.26587,234.68283,890.17303
7217160.0,0.00016032111,0.00075617677,-0.0005860794,526.4419,235.46805,889.57935
7218191.0,0.00021095111,0.002090484,-0.0019623637,526.55536,236.20584,888.91394
0.0,-1.0749797e-07,4.3463456e-07,-1.4611193e-07,527.3253,213.46002,904.74426
2123282.5,-2.1457333e-07,2.0674947e-06,-1.1101775e-06,527.20575,214.361,904.3272
2547641.5,-3.806046e-07,3.6405131e-06,-2.4341368e-06,527.1215,215.2109,903.807
2775130.2,-4.9478854e-07,5.5025507e-06,-3.809946e-06,527.0449,216.03574,903.2469
2924137.8,-6.185568e-07,7.074868e-06,-5.179442e-06,526.9722,216.84866,902.66907
3037904.2,-7.332114e-07,8.868645e-06,-6.452251e-06,526.90216,217.65228,902.07806
3128880.2,-8.6732234e-07,1.0555287e-05,-7.944084e-06,526.8361,218.45352,901.4834
3204413.8,-9.941698e-07,1.2375357e-05,-9.268042e-06,526.77264,219.25175,900.8844
3268959.0,-1.2049442e-06,1.4017521e-05,-1.0791485e-05,526.70636,220.04643,900.28094
3325356.2,-1.356918e-06,1.5925909e-05,-1.22546735e-05,526.63763,220.83841,899.6743
3375006.8,-1.120268e-06,1.7617218e-05,-1.3955657e-05,526.5788,221.6254,899.0601
3419445.5,-1.3099726e-06,1.947174e-05,-1.539041e-05,526.532,222.40804,898.43945
3459680.0,-2.1100368e-06,2.1762606e-05,-1.6590451e-05,526.46545,223.19603,897.82733
3496114.8,-2.4594258e-06,2.3509045e-05,-1.806619e-05,526.38354,223.99135,897.2267
3529727.2,-2.4493622e-06,2.4892448e-05,-1.933801e-05,526.3035,224.77617,896.6122
3561356.5,-2.6503158e-06,2.7045466e-05,-2.116873e-05,526.22656,225.56633,896.00415
