IntegrationTime,velocity_scaled0,velocity_scaled1,velocity_scaled2,Points0,Points1,Points2
3084.8,-103.95673,31.7587,-39.737278,3680.0764,8713.477,11904.892
3085.0593,-2.3740723,61.846394,-93.51968,3668.0874,8728.314,11881.737
3085.327,55.509758,26.691729,-12.7551775,3678.7761,8744.761,11859.038
3085.8037,111.54352,-0.8515752,48.22916,3707.3735,8749.626,11866.6875
3086.0505,-91.5483,-107.41404,78.78366,3731.4736,8743.443,11883.45
3086.2363,-220.39409,-161.96939,134.05751,3708.331,8727.446,11893.867
3086.3347,-148.58014,-24.855587,28.922056,3685.004,8714.083,11907.181
3086.5303,-15.393044,73.97473,-109.254745,3668.0608,8728.823,11887.29
3086.756,53.715652,33.750164,-25.994862,3674.1738,8745.958,11863.436
3087.1938,116.9918,3.8830595,45.08076,3703.0454,8753.009,11867.524
3087.4329,-15.031774,-82.37518,85.55906,3728.3062,8748.458,11883.055
3087.6836,-115.02393,-89.977936,79.663376,3704.1362,8733.1455,11892.073
3087.8638,-81.64268,58.72338,-87.50281,3677.9778,8721.986,11901.623
3088.0889,32.11467,59.614944,-73.480965,3672.4204,8738.7,11877.338
3088.3892,112.96142,14.301814,30.009342,3697.071,8752.897,11867.811
3088.6438,44.429905,-61.83132,87.554756,3723.5137,8750.273,11881.735
3088.9023,-40.013397,-31.555729,32.114727,3699.0967,8735.019,11890.166
3089.4004,-15.118992,79.02791,-112.2757,3669.2458,8732.214,11889.135
3089.6177,68.37856,36.76768,-22.00059,3677.0605,8750.181,11866.416
3089.9895,127.85962,-3.7418282,56.621784,3705.968,8755.281,11872.609
3090.2039,-216.84964,-167.95338,112.51952,3728.2048,8747.025,11890.977
3090.3052,-377.48007,-273.0224,217.68568,3705.5637,8730.971,11902.361
3090.3635,-213.53046,-129.64175,126.59309,3683.1953,8716.35,11915.996
3090.4705,-15.19494,18.118847,-30.662292,3653.4949,8715.432,11911.869
3091.2454,-11.675676,10.839841,-17.363192,3638.2346,8728.489,11889.584
3092.5183,-1.8026893,2.334037,-5.8306165,3624.751,8740.585,11865.67
3097.1099,2.3057704,1.275811,-2.521354,3627.536,8750.138,11837.368
3105.3354,6.3660717,2.0972118,0.05878931,3653.0193,8760.644,11825.526
3109.811,15.673156,0.7865803,7.887429,3680.5088,8765.593,11836.473
3111.5193,31.531956,-4.265256,20.855125,3706.5261,8764.698,11851.383
3112.3079,43.29284,-9.321143,27.942179,3731.557,8760.009,11867.241
3112.8806,-198.54034,-69.32327,-21.479914,3752.0457,8751.392,11887.39
3113.0227,-654.37994,-374.93253,199.44455,3728.8843,8734.301,11895.843
3113.061,-672.0679,-516.25275,478.32327,3705.8682,8718.9795,11907.482
3113.0918,-359.6368,-527.0745,685.6861,3688.5645,8702.759,11925.854
3113.124,-262.1633,-1178.7484,1746.3462,3684.479,8686.369,11950.646
3113.138,-3011.2812,-3141.232,2671.934,3677.2625,8666.611,11972.037
3113.1438,-3015.908,-2339.5166,2019.5673,3656.4182,8650.915,11986.841
3113.151,-3066.1624,-2324.636,1933.5934,3635.7786,8633.718,12000.192
3113.1577,-3230.735,-2000.2023,1707.669,3613.5168,8618.83,12013.711
3113.165,-3323.8909,-2024.9348,1582.203,3590.9795,8603.916,12026.735
3113.172,-3619.7305,-2124.627,1603.1952,3567.124,8589.495,12037.824
3113.179,-3261.4783,-2204.9077,1288.6082,3543.025,8574.654,12047.773
3113.186,-2916.7778,-2039.8379,939.0449,3519.2222,8558.423,12056.138
3113.1943,-2701.6758,-2094.4,862.9894,3495.8188,8541.327,12063.885
3113.2026,-2523.303,-2315.432,283.8945,3473.4204,8522.047,12069.042
3113.2114,-2262.479,-2686.0225,-416.84378,3452.6836,8500.368,12069.038
3113.22,-2190.384,-3167.9512,-1014.21155,3435.2544,8476.566,12063.588
3113.2275,-1992.9937,-3239.5132,-1360.2026,3419.1846,8453.157,12053.903
3113.2349,-1917.4591,-3685.1387,-1737.1326,3405.5894,8428.553,12043.425
3113.2415,-2674.377,-5321.907,-2726.2705,3393.0244,8403.932,12031.767
3113.246,-2359.577,-4836.902,-2411.5413,3381.4375,8379.161,12019.431
3113.2512,-3546.2952,-5557.0254,-2868.6438,3367.5232,8355.213,12007.903
3113.2554,-3905.0142,-5568.816,-3422.8782,3352.764,8332.767,11994.55
3113.2593,-4165.1016,-5852.636,-4402.6685,3337.7861,8310.719,11980.783
3113.263,-5371.254,-6615.3647,-5270.0264,3323.7434,8288.774,11965.908
3113.2659,-5437.799,-6524.9097,-4791.634,3307.2673,8269.519,11949.854
3113.269,-4612.339,-6441.533,-4500.087,3290.9639,8249.315,11934.819
3113.2722,-3718.0159,-5684.4287,-4174.526,3276.2014,8228.913,11918.515
3113.2761,-4937.8276,-6437.2417,-3948.3655,3261.2024,8206.898,11904.718
3113.2793,-5094.8755,-7241.7803,-4553.958,3245.4897,8184.649,11892.145
3113.2825,-5587.73,-7182.172,-3943.5615,3229.4805,8162.706,11879.408
3113.2854,-6051.233,-5715.674,-2456.9548,3209.783,8142.7266,11868.786
3113.2888,-12343.165,-6885.3726,-3105.4307,3188.0886,8122.901,11862.763
0.0,0.18146156,-0.25927743,-0.10583408,3598.6414,8770.152,11813.514
89.90182,0.8881145,-0.0067410525,-0.24738696,3621.4326,8750.992,11817.181
122.44151,2.0288107,0.5971505,0.21969393,3650.5046,8757.112,11813.015
136.55087,6.4103475,0.53214926,3.7767146,3676.7654,8764.109,11825.72
140.57277,16.26695,-1.813279,11.363612,3701.9854,8761.458,11841.749
142.07837,35.3892,-6.583005,20.614283,3725.4407,8757.018,11859.919
142.80159,-11.148518,-17.328138,8.3526745,3749.7102,8750.214,11876.1875
144.15091,-58.484962,-89.8599,72.51418,3724.7905,8734.036,11880.348
144.38269,-116.28141,-48.833385,50.901783,3701.6853,8718.607,11891.665
144.60327,-39.765415,66.87921,-101.58102,3671.7026,8719.032,11892.594
144.83772,21.565285,32.46523,-48.383617,3667.5457,8734.025,11866.943
145.32059,70.76553,14.268249,15.606382,3691.8699,8748.218,11856.6045
145.72678,101.91208,-16.755865,60.75779,3718.9104,8747.969,11869.595
145.97714,-479.7564,-292.0752,161.55301,3727.953,8729.933,11891.796
146.02847,-544.7388,-396.78696,392.55438,3705.078,8714.662,11903.777
146.06694,-267.0146,-350.3246,507.73853,3687.706,8699.35,11922.85
146.11157,-190.27876,-966.29614,1459.1896,3684.6704,8684.152,11948.537
146.12862,-2517.7402,-2560.6477,2288.9849,3677.0225,8664.274,11969.664
146.13565,-2363.3872,-1837.286,1609.9337,3656.1636,8648.662,11984.535
146.14449,-2520.8435,-1927.1145,1562.794,3635.4353,8631.27,11997.492
146.15297,-2544.8574,-1589.1814,1391.4253,3613.1846,8616.192,12010.817
146.16203,-2879.2947,-1760.8346,1354.7299,3590.5698,8601.084,12023.479
146.17029,-2921.6018,-1742.7036,1316.8851,3566.811,8586.118,12034.04
146.17851,-2191.9631,-1509.2784,785.95105,3542.5613,8571.351,12043.7295
146.18932,-2235.1438,-1598.2101,651.1659,3518.8037,8554.897,12051.782
146.19994,-1806.3253,-1460.8322,578.7998,3495.6765,8537.345,12059.335
146.21248,-1745.3373,-1670.2278,215.2726,3473.3496,8517.754,12063.542
146.22484,-1649.7832,-1953.0868,-398.12836,3452.971,8495.745,12062.967
146.23643,-1620.435,-2276.3948,-766.2734,3435.3687,8472.248,12056.798
146.2468,-1529.4279,-2561.3281,-1101.0204,3419.3357,8448.402,12048.176
146.25623,-1429.2706,-2822.5483,-1218.6487,3406.0608,8423.8125,12037.262
146.26508,-1437.8055,-2824.7458,-1432.3403,3393.554,8399.494,12024.926
146.2737,-1925.5897,-3370.5813,-1789.254,3381.3691,8374.904,12012.807
146.28072,-2967.467,-4546.098,-2368.2249,3366.678,8350.995,12002.198
146.28578,-3108.1877,-4615.8545,-2947.5,3351.2407,8328.534,11989.66
146.29054,-2751.6016,-4248.5396,-3205.3027,3335.988,8307.188,11975.109
146.29555,-4277.0054,-4989.058,-4074.3247,3321.2021,8285.782,11960.173
146.29944,-3854.9697,-4847.158,-3388.9478,3304.4482,8266.517,11944.42
146.30368,-3506.7112,-4990.5654,-3649.19,3288.6938,8245.871,11929.4
146.3079,-2678.2903,-4178.9204,-2853.9314,3273.798,8225.761,11912.856
146.31314,-3179.8516,-4160.1343,-2370.2053,3257.5562,8204.2,11899.768
146.31836,-3245.5278,-4524.17,-2843.748,3242.1643,8181.8076,11887.053
146.32317,-3866.069,-4616.4688,-2412.1072,3226.2153,8160.0366,11873.951
146.32779,-4045.3906,-3813.4849,-1473.7091,3205.9917,8139.9795,11864.532
146.33301,-10457.701,-4842.023,-2392.2156,3183.0488,8121.6006,11858.545
0.0,0.16592008,0.2833216,-1.8648504,3603.2053,8767.298,11856.906
15.843399,1.0163573,0.0335463,-1.1239254,3613.218,8768.16,11828.64
35.636364,2.0432622,0.26607153,-0.22133853,3639.68,8768.812,11814.5205
50.112564,4.9210343,0.2893658,2.5830657,3668.454,8771.971,11822.399
55.503113,6.8723135,-1.4292508,4.57861,3693.6768,8769.746,11838.488
59.08279,21.866285,-4.5479293,15.281684,3718.276,8765.853,11855.213
60.19136,17.897697,-4.2522817,13.19541,3743.3901,8759.524,11870.354
61.516502,105.286644,-13.107067,57.37272,3716.3267,8746.635,11869.168
61.76522,-467.32886,-279.57755,145.17618,3729.6965,8730.831,11890.882
61.81845,-521.9729,-373.32028,360.31027,3706.563,8715.584,11902.388
61.859215,-233.60612,-254.18428,365.72815,3686.5037,8701.817,11919.94
61.918865,-107.17262,-623.1813,938.19946,3681.7412,8686.464,11945.27
0.0,0.007131408,-0.15090375,-0.03172236,3576.2725,8780.635,11875.406
194.34232,0.10320136,-0.12945877,-0.18160191,3587.1238,8757.586,11859.563
316.42136,0.24220793,-0.13647518,-0.18799914,3604.143,8740.762,11841.472
405.8109,1.5285454,0.81198186,-1.5009727,3632.6353,8738.302,11832.408
418.90564,4.485313,1.9258618,0.24508734,3658.663,8749.898,11823.024
425.04382,13.954355,1.2576845,7.323985,3684.886,8757.84,11835.243
426.94138,30.857374,-3.8970237,21.94513,3710.2773,8756.857,11851.19
427.72952,34.688267,-8.953704,23.265488,3735.8237,8752.918,11866.417
428.43182,-386.1191,-203.91046,53.343773,3740.0337,8730.499,11885.902
428.5,-459.9572,-302.1551,253.27306,3715.5593,8715.568,11894.738
428.54953,-263.71927,-172.97415,264.508,3694.702,8701.149,11910.771
428.6224,-51.06935,-301.4499,527.242,3683.0435,8687.262,11934.672
428.67163,-920.0356,-1838.178,1754.8732,3681.7756,8671.009,11959.855
0.0,-0.025649387,-0.1404764,-0.84813714,3595.1997,8788.296,11851.294
34.8807,0.22730954,-0.26586518,-0.43138877,3599.243,8777.189,11823.721
88.897484,0.6400557,-0.14224803,-0.15427242,3619.2441,8758.861,11810.913
133.43584,1.3899376,0.29324797,0.19413589,3649.1646,8760.138,11809.143
154.36014,3.7742345,0.23826498,2.4597692,3675.6133,8766.187,11821.944
161.01006,4.258276,-0.72010946,3.4056542,3700.664,8763.311,11838.198
0.0,0.017654054,-0.13923976,-0.031326238,3576.191,8778.211,11876.889
208.61165,0.11491332,-0.14410374,-0.20393246,3588.329,8757.45,11858.954
317.7499,0.27121988,-0.1388087,-0.22770321,3605.562,8740.762,11840.939
396.6217,1.7199605,0.9026914,-1.5332584,3633.7976,8739.661,11830.863
408.74454,5.077913,2.081315,0.5389022,3660.4353,8751.312,11823.467
414.18494,13.73183,0.8739777,7.464282,3686.6475,8758.161,11836.352
416.10138,34.499958,-4.361778,23.847052,3711.8499,8756.839,11852.571
416.81287,33.000687,-9.356776,22.628717,3737.3755,8752.811,11867.81
417.5429,-31.293013,-70.621254,62.63416,3721.8638,8729.4375,11878.443
417.84457,-91.27162,-21.864454,27.609331,3698.752,8714.251,11890.072
418.15125,29.296307,48.980812,-65.77633,3677.454,8728.742,11874.696
418.49573,93.94485,11.714297,26.185932,3702.2354,8742.535,11864.917
418.80115,-25.811396,-77.26854,69.20205,3728.4656,8739.183,11879.085
419.0818,-173.73224,-113.21531,101.78359,3705.057,8723.231,11888.964
419.21167,-59.19211,63.77721,-85.33259,3677.1626,8715.86,11897.185
419.45782,21.207993,43.370064,-63.75542,3670.9077,8731.41,11872.303
419.83298,78.04728,16.465502,14.92028,3693.4407,8746.31,11859.255
420.20267,91.20773,-24.777225,64.23135,3720.6584,8745.893,11871.865
420.46518,-234.15712,-158.8013,132.75903,3710.506,8724.136,11889.854
420.5612,-127.10236,-8.7554245,16.450964,3686.0103,8712.338,11902.533
420.7947,-0.7345293,63.86482,-94.642525,3670.0288,8727.564,11882.217
421.05746,60.34202,26.802301,-10.270731,3681.5466,8744.045,11859.952
421.5064,113.67758,-4.2758794,51.695637,3710.0342,8748.096,11868.44
421.74652,-232.15796,-165.76706,89.63476,3732.0625,8739.334,11886.825
421.84683,-401.93152,-275.32617,236.07187,3709.3157,8723.252,11897.958
421.90225,-265.1304,-206.73744,260.27927,3687.7983,8708.992,11913.244
421.9728,-3.2037714,-22.794209,7.537328,3667.2476,8699.049,11932.707
0.0,0.46207044,-0.1782412,-0.41195664,3633.5574,8803.058,11818.115
46.569744,0.25669125,-0.14218548,0.05999707,3658.316,8791.974,11805.303
146.73306,1.5626006,-0.31681153,1.2758356,3680.1792,8783.3955,11823.968
0.0,1.0543945,4.6201825,-11.945982,3642.826,8730.793,11854.541
2.3343346,6.678234,3.7781045,-1.8038664,3657.0083,8744.126,11831.714
6.1404476,15.545509,2.3125129,7.148061,3684.4172,8754.26,11838.501
7.877994,45.71449,-4.129184,28.773943,3710.1946,8754.09,11853.847
8.4317665,43.40362,-12.774566,31.160318,3735.772,8750.611,11869.134
8.977851,30.02491,-31.209896,46.07508,3715.0127,8730.053,11875.946
9.452284,-39.32642,23.242382,-24.226145,3692.7417,8713.287,11887.032
10.032469,53.61156,21.695494,-5.604294,3693.457,8730.909,11862.765
10.548767,37.827488,-30.155605,42.444973,3722.018,8733.026,11871.696
11.0149145,-6.879739,15.701657,-14.178643,3698.552,8716.27,11879.977
12.363441,44.268402,-12.522021,27.169628,3720.322,8731.834,11866.419
12.924932,-59.3115,-29.77882,28.945425,3710.0828,8708.296,11881.947
13.339269,-20.000404,34.54973,-44.71655,3680.5996,8709.88,11887.261
13.839737,17.185087,12.676996,-19.16426,3680.7651,8726.157,11862.062
14.885279,71.069855,3.1068745,24.10338,3708.4854,8737.623,11862.4
15.284692,-89.39925,-90.92727,51.630436,3732.9482,8730.822,11878.379
15.502761,-247.92517,-154.4121,140.9597,3710.7227,8713.868,11889.269
15.595264,-112.7836,-10.545589,42.83434,3686.302,8703.928,11903.58
15.842985,-28.552784,49.681717,-85.24516,3666.386,8719.646,11887.571
16.135057,14.966029,19.891197,-32.84678,3662.6409,8733.231,11861.087
16.862974,47.04655,11.877864,8.851083,3686.454,8747.852,11850.17
17.471205,91.98308,-6.700026,47.09118,3713.44,8748.733,11863.246
17.760908,-68.78249,-83.72588,51.039627,3737.051,8742.111,11880.528
18.011377,-272.26038,-187.76974,149.07666,3713.5115,8725.913,11889.666
18.094074,-165.83855,-54.078224,68.30105,3689.671,8713.233,11902.737
18.254221,-33.327854,63.67414,-104.62493,3666.1855,8725.694,11888.839
18.490568,31.830519,31.512129,-36.876736,3666.5686,8741.682,11863.456
19.00765,86.33681,12.05027,24.600302,3693.9402,8753.41,11859.818
19.338854,107.494194,-26.099854,73.29766,3720.6274,8752.054,11873.455
19.564932,-403.40543,-275.4687,193.73036,3718.2083,8731.096,11894.783
19.62202,-335.47873,-230.06654,246.63509,3696.2722,8715.721,11908.29
19.685083,-37.553883,-55.431767,78.39838,3677.6555,8701.262,11926.847
19.976068,-154.19083,-851.8517,1312.3495,3682.2334,8684.059,11950.993
19.99515,-2215.8499,-1991.2815,1866.7477,3674.0037,8663.859,11971.591
20.003683,-1806.5381,-1429.9021,1301.2655,3652.4934,8648.222,11985.476
20.01502,-1992.0769,-1495.9751,1211.4185,3631.9558,8630.293,11997.996
20.02585,-1817.9462,-1159.6918,1051.3241,3609.4092,8615.415,12011.047
0.0,-0.7193674,1.5845057,-5.096546,3630.7395,8732.11,11858.285
5.5705786,2.773403,1.6630954,-2.2052665,3639.8093,8741.573,11831.3
13.235007,7.461534,2.5775802,1.949803,3666.6902,8754.1045,11826.784
16.924397,27.37927,0.5431153,15.132141,3693.2698,8757.733,11840.214
17.88325,44.168655,-6.073751,27.535387,3717.758,8755.129,11857.347
18.455748,20.327848,-17.910963,25.3558,3742.5356,8750.204,11873.527
19.264217,79.840744,-15.25217,47.107372,3714.912,8738.697,11871.396
19.583542,-185.95772,-111.74462,107.4992,3704.4927,8717.086,11889.407
19.707445,-57.124184,57.0106,-70.7405,3676.4937,8711.547,11898.647
19.986982,0.38967693,33.130066,-59.20293,3668.174,8726.591,11874.062
20.429176,44.128387,17.125963,-1.1199656,3683.4172,8741.622,11853.044
21.062778,90.53354,-3.2987251,40.759884,3711.4548,8744.781,11863.237
21.36477,-87.57741,-92.63757,53.31042,3735.3523,8738.207,11880.14
21.581879,-281.519,-189.3806,154.6859,3712.6785,8721.509,11890.486
21.662333,-167.40092,-55.627113,84.09998,3688.9768,8709.34,11904.275
21.815845,-43.77119,62.783348,-104.05765,3663.794,8721.548,11893.47
